chrom	length	bases	mean	min	max
scaffold_1	2175785	319197967	146.70	0	545
scaffold_1_region	2175785	319197967	146.70	0	545
scaffold_2	1611863	225897826	140.15	0	617
scaffold_2_region	1611863	225897826	140.15	0	617
scaffold_3	1471132	217446144	147.81	0	2755
scaffold_3_region	1471132	217446144	147.81	0	2755
scaffold_4	1468900	209169051	142.40	0	788
scaffold_4_region	1468900	209169051	142.40	0	788
scaffold_5	1396382	195572711	140.06	0	1282
scaffold_5_region	1396382	195572711	140.06	0	1282
scaffold_6	1286126	182902257	142.21	0	30619
scaffold_6_region	1286126	182902257	142.21	0	30619
scaffold_7	1265705	186108300	147.04	0	384
scaffold_7_region	1265705	186108300	147.04	0	384
scaffold_8	1247722	175275668	140.48	0	449
scaffold_8_region	1247722	175275668	140.48	0	449
scaffold_9	1034445	143952394	139.16	0	435
scaffold_9_region	1034445	143952394	139.16	0	435
scaffold_10	987275	144204183	146.06	0	1040
scaffold_10_region	987275	144204183	146.06	0	1040
scaffold_11	955579	134439678	140.69	0	2756
scaffold_11_region	955579	134439678	140.69	0	2756
scaffold_12	827188	119601099	144.59	0	310
scaffold_12_region	827188	119601099	144.59	0	310
scaffold_13	811507	133238925	164.19	0	491
scaffold_13_region	811507	133238925	164.19	0	491
scaffold_14	764887	119180000	155.81	0	532
scaffold_14_region	764887	119180000	155.81	0	532
scaffold_15	699649	95896686	137.06	0	331
scaffold_15_region	699649	95896686	137.06	0	331
scaffold_16	665637	87154955	130.93	0	998
scaffold_16_region	665637	87154955	130.93	0	998
scaffold_17	654850	96400759	147.21	0	394
scaffold_17_region	654850	96400759	147.21	0	394
scaffold_18	642743	92716195	144.25	0	10120
scaffold_18_region	642743	92716195	144.25	0	10120
scaffold_19	278999	39041697	139.93	0	343
scaffold_19_region	278999	39041697	139.93	0	343
scaffold_20	105456	34957941	331.49	0	769
scaffold_20_region	105456	34957941	331.49	0	769
scaffold_21	87937	120916494	1375.04	0	3097
scaffold_21_region	87937	120916494	1375.04	0	3097
scaffold_22	56127	23871551	425.31	0	732
scaffold_22_region	56127	23871551	425.31	0	732
scaffold_23	53108	23185365	436.57	0	3268
scaffold_23_region	53108	23185365	436.57	0	3268
total	20549002	3120327846	151.85	0	30619
total_region	20549002	3120327846	151.85	0	30619
