chrom	length	bases	mean	min	max
scaffold_1	2175785	320151611	147.14	0	572
scaffold_1_region	2175785	320151611	147.14	0	572
scaffold_2	1611863	231354615	143.53	0	561
scaffold_2_region	1611863	231354615	143.53	0	561
scaffold_3	1471132	220894822	150.15	0	3243
scaffold_3_region	1471132	220894822	150.15	0	3243
scaffold_4	1468900	244896412	166.72	0	637
scaffold_4_region	1468900	244896412	166.72	0	637
scaffold_5	1396382	200708814	143.73	0	546
scaffold_5_region	1396382	200708814	143.73	0	546
scaffold_6	1286126	262328793	203.97	0	27086
scaffold_6_region	1286126	262328793	203.97	0	27086
scaffold_7	1265705	186054346	147.00	0	608
scaffold_7_region	1265705	186054346	147.00	0	608
scaffold_8	1247722	179153714	143.58	0	931
scaffold_8_region	1247722	179153714	143.58	0	931
scaffold_9	1034445	150214235	145.21	0	579
scaffold_9_region	1034445	150214235	145.21	0	579
scaffold_10	987275	145120213	146.99	0	932
scaffold_10_region	987275	145120213	146.99	0	932
scaffold_11	955579	139815978	146.32	0	2732
scaffold_11_region	955579	139815978	146.32	0	2732
scaffold_12	827188	120987994	146.26	0	666
scaffold_12_region	827188	120987994	146.26	0	666
scaffold_13	811507	125561760	154.73	0	387
scaffold_13_region	811507	125561760	154.73	0	387
scaffold_14	764887	112980380	147.71	0	404
scaffold_14_region	764887	112980380	147.71	0	404
scaffold_15	699649	99313258	141.95	0	502
scaffold_15_region	699649	99313258	141.95	0	502
scaffold_16	665637	91611736	137.63	0	476
scaffold_16_region	665637	91611736	137.63	0	476
scaffold_17	654850	109918542	167.85	0	307
scaffold_17_region	654850	109918542	167.85	0	307
scaffold_18	642743	97199936	151.23	0	8397
scaffold_18_region	642743	97199936	151.23	0	8397
scaffold_19	278999	41691339	149.43	0	360
scaffold_19_region	278999	41691339	149.43	0	360
scaffold_20	105456	26336165	249.74	0	652
scaffold_20_region	105456	26336165	249.74	0	652
scaffold_21	87937	19391027	220.51	0	536
scaffold_21_region	87937	19391027	220.51	0	536
scaffold_22	56127	17716405	315.65	0	551
scaffold_22_region	56127	17716405	315.65	0	551
scaffold_23	53108	17588766	331.19	0	2620
scaffold_23_region	53108	17588766	331.19	0	2620
total	20549002	3160990861	153.83	0	27086
total_region	20549002	3160990861	153.83	0	27086
