chrom	length	bases	mean	min	max
scaffold_1	2175785	312303285	143.54	0	553
scaffold_1_region	2175785	312303285	143.54	0	553
scaffold_2	1611863	229785837	142.56	0	612
scaffold_2_region	1611863	229785837	142.56	0	612
scaffold_3	1471132	210149908	142.85	0	3276
scaffold_3_region	1471132	210149908	142.85	0	3276
scaffold_4	1468900	219734143	149.59	0	612
scaffold_4_region	1468900	219734143	149.59	0	612
scaffold_5	1396382	204251500	146.27	0	501
scaffold_5_region	1396382	204251500	146.27	0	501
scaffold_6	1286126	188023890	146.19	0	28680
scaffold_6_region	1286126	188023890	146.19	0	28680
scaffold_7	1265705	177856935	140.52	0	640
scaffold_7_region	1265705	177856935	140.52	0	640
scaffold_8	1247722	175578020	140.72	0	1025
scaffold_8_region	1247722	175578020	140.72	0	1025
scaffold_9	1034445	149861463	144.87	0	639
scaffold_9_region	1034445	149861463	144.87	0	639
scaffold_10	987275	145763816	147.64	0	928
scaffold_10_region	987275	145763816	147.64	0	928
scaffold_11	955579	144903098	151.64	0	2655
scaffold_11_region	955579	144903098	151.64	0	2655
scaffold_12	827188	122778119	148.43	0	687
scaffold_12_region	827188	122778119	148.43	0	687
scaffold_13	811507	117772265	145.13	0	386
scaffold_13_region	811507	117772265	145.13	0	386
scaffold_14	764887	108311671	141.60	0	581
scaffold_14_region	764887	108311671	141.60	0	581
scaffold_15	699649	98208959	140.37	0	560
scaffold_15_region	699649	98208959	140.37	0	560
scaffold_16	665637	91473968	137.42	0	467
scaffold_16_region	665637	91473968	137.42	0	467
scaffold_17	654850	92942619	141.93	0	352
scaffold_17_region	654850	92942619	141.93	0	352
scaffold_18	642743	108145385	168.26	0	9065
scaffold_18_region	642743	108145385	168.26	0	9065
scaffold_19	278999	45015257	161.35	0	364
scaffold_19_region	278999	45015257	161.35	0	364
scaffold_20	105456	34055297	322.93	0	877
scaffold_20_region	105456	34055297	322.93	0	877
scaffold_21	87937	203639288	2315.74	0	4237
scaffold_21_region	87937	203639288	2315.74	0	4237
scaffold_22	56127	23194841	413.26	0	746
scaffold_22_region	56127	23194841	413.26	0	746
scaffold_23	53108	22785071	429.03	0	3405
scaffold_23_region	53108	22785071	429.03	0	3405
total	20549002	3226534635	157.02	0	28680
total_region	20549002	3226534635	157.02	0	28680
