chrom	length	bases	mean	min	max
scaffold_1	2175785	271261763	124.67	0	632
scaffold_1_region	2175785	271261763	124.67	0	632
scaffold_2	1611863	195794688	121.47	0	539
scaffold_2_region	1611863	195794688	121.47	0	539
scaffold_3	1471132	188201802	127.93	0	2273
scaffold_3_region	1471132	188201802	127.93	0	2273
scaffold_4	1468900	180952937	123.19	0	871
scaffold_4_region	1468900	180952937	123.19	0	871
scaffold_5	1396382	169717515	121.54	0	1616
scaffold_5_region	1396382	169717515	121.54	0	1616
scaffold_6	1286126	158030849	122.87	0	30507
scaffold_6_region	1286126	158030849	122.87	0	30507
scaffold_7	1265705	158661580	125.35	0	387
scaffold_7_region	1265705	158661580	125.35	0	387
scaffold_8	1247722	150058200	120.27	0	400
scaffold_8_region	1247722	150058200	120.27	0	400
scaffold_9	1034445	126751789	122.53	0	483
scaffold_9_region	1034445	126751789	122.53	0	483
scaffold_10	987275	124543969	126.15	0	914
scaffold_10_region	987275	124543969	126.15	0	914
scaffold_11	955579	118774141	124.30	0	2258
scaffold_11_region	955579	118774141	124.30	0	2258
scaffold_12	827188	104456265	126.28	0	276
scaffold_12_region	827188	104456265	126.28	0	276
scaffold_13	811507	102685598	126.54	0	417
scaffold_13_region	811507	102685598	126.54	0	417
scaffold_14	764887	94352377	123.35	0	570
scaffold_14_region	764887	94352377	123.35	0	570
scaffold_15	699649	85378154	122.03	0	366
scaffold_15_region	699649	85378154	122.03	0	366
scaffold_16	665637	80048832	120.26	0	1071
scaffold_16_region	665637	80048832	120.26	0	1071
scaffold_17	654850	82043031	125.29	0	339
scaffold_17_region	654850	82043031	125.29	0	339
scaffold_18	642743	80541901	125.31	0	10628
scaffold_18_region	642743	80541901	125.31	0	10628
scaffold_19	278999	34150351	122.40	0	276
scaffold_19_region	278999	34150351	122.40	0	276
scaffold_20	105456	37874174	359.15	0	923
scaffold_20_region	105456	37874174	359.15	0	923
scaffold_21	87937	238277111	2709.63	0	5011
scaffold_21_region	87937	238277111	2709.63	0	5011
scaffold_22	56127	25921338	461.83	0	828
scaffold_22_region	56127	25921338	461.83	0	828
scaffold_23	53108	25228053	475.03	0	3619
scaffold_23_region	53108	25228053	475.03	0	3619
total	20549002	2833706418	137.90	0	30507
total_region	20549002	2833706418	137.90	0	30507
